"Woonplaatsen in Nederland 2018"
""
"";"Onderwerp"
"";"Gemeente|Naam ";"Gemeente|Code ";"Provincie|Naam";"Provincie|Code";"Landsdeel|Naam";"Landsdeel|Code"
"Nuenen";"Nuenen,GerwenenNederwetten";"GM0820";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Nuis";"Marum";"GM0025";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Nuland";"'s-Hertogenbosch";"GM0796";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Numansdorp";"Cromstrijen";"GM0611";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Nunhem";"Leudal";"GM1640";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Nunspeet";"Nunspeet";"GM0302";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Nuth";"Nuth";"GM0951";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Nutter";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Obbicht";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Obdam";"Koggenland";"GM1598";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ochten";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Odijk";"Bunnik";"GM0312";"Utrecht";"PV26";"West-Nederland";"LD03"
"Odiliapeel";"Uden";"GM0856";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Odoorn";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Odoornerveen";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oeffelt";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oegstgeest";"Oegstgeest";"GM0579";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oene";"Epe";"GM0232";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oentsjerk";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Den Oever";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Offingawier";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ohé en Laak";"Maasgouw";"GM1641";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oijen";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oirlo";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oirsbeek";"Schinnen";"GM0962";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oirschot";"Oirschot";"GM0823";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oisterwijk";"Oisterwijk";"GM0824";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Okkenbroek";"Deventer";"GM0150";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Olburgen";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oldeberkoop";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldebroek";"Oldebroek";"GM0269";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oldeholtpade";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldeholtwolde";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldehove";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oldekerk";"Grootegast";"GM0015";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oldelamer";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldemarkt";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Oldenzaal";"Oldenzaal";"GM0173";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Oldenzijl";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oldeouwer";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oldetrijne";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Olst";"Olst-Wijhe";"GM1773";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Olterterp";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ommel";"Asten";"GM0743";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ommen";"Ommen";"GM0175";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Ommeren";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Onderdendam";"Bedum";"GM0005";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Onna";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Onnen";"Haren";"GM0017";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Onstwedde";"Stadskanaal";"GM0037";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Ooij";"BergenDal";"GM1945";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ooltgensplaat";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oost West en Middelbeers";"Oirschot";"GM0823";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oostburg";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oostdijk";"Reimerswaal";"GM0703";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oosteind";"Oosterhout";"GM0826";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oosterbeek";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oosterbierum";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterblokker";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oosterend";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterend";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oosterhesselen";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oosterhout";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oosterhout";"Oosterhout";"GM0826";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oosterland";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oosterleek";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oosternieland";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oosternijkerk";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterstreek";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterwijk";"Leerdam";"GM0545";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oosterwijtwerd";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oosterwolde";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosterwolde Gld";"Oldebroek";"GM0269";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oosterzee";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oost-Graftdijk";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oosthem";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oosthuizen";"Edam-Volendam";"GM0385";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oostkapelle";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oostknollendam";"Wormerland";"GM0880";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oostrum";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oostrum";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oost-Souburg";"Vlissingen";"GM0718";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oostvoorne";"Westvoorne";"GM0614";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oostwold";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oostwold";"Leek";"GM0022";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oostwoud";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oostzaan";"Oostzaan";"GM0431";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ootmarsum";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Opeinde";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Opende";"Grootegast";"GM0015";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Ophemert";"Neerijnen";"GM0304";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Opheusden";"Neder-Betuwe";"GM1740";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Opijnen";"Neerijnen";"GM0304";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Oploo";"SintAnthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Opmeer";"Opmeer";"GM0432";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oppenhuizen";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Opperdoes";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oranje";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oranjewoud";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Orvelte";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Ospel";"Nederweert";"GM0946";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Oss";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ossendrecht";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ossenisse";"Hulst";"GM0677";"Zeeland";"PV29";"West-Nederland";"LD03"
"Ossenwaard";"Vianen";"GM0620";"Utrecht";"PV26";"West-Nederland";"LD03"
"Ossenzijl";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Oterleek";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Otterlo";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ottersum";"Gennep";"GM0907";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Ottoland";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oud Ade";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oud Annerveen";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oud Gastel";"Halderberge";"GM1655";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oud Ootmarsum";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Oud Zuilen";"StichtseVecht";"GM1904";"Utrecht";"PV26";"West-Nederland";"LD03"
"Oud-Alblas";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oud-Beijerland";"Oud-Beijerland";"GM0584";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Ouddorp";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oude Meer";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oude Niedorp";"HollandsKroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oude Pekela";"Pekela";"GM0765";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oude Wetering";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oude Willem";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oudebildtzijl";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudega";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudega";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudega";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudehaske";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudehorne";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudelande";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oudemirdum";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudemolen";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oudemolen";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Oudenbosch";"Halderberge";"GM1655";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oudendijk";"Koggenland";"GM1598";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oudenhoorn";"Hellevoetsluis";"GM0530";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Ouderkerk aan de Amstel";"Ouder-Amstel";"GM0437";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ouderkerk aan den IJssel";"Krimpenerwaard";"GM1931";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oudeschans";"Westerwolde";"GM1950";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oudeschild";"Texel";"GM0448";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oudeschip";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oudeschoot";"Heerenveen";"GM0074";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Oudesluis";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oude-Tonge";"Goeree-Overflakkee";"GM1924";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Oudewater";"Oudewater";"GM0589";"Utrecht";"PV26";"West-Nederland";"LD03"
"Oudezijl";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Oudheusden";"Heusden";"GM0797";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Oudkarspel";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oudkarspel";"Langedijk";"GM0416";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oudorp";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Oud-Vossemeer";"Tholen";"GM0716";"Zeeland";"PV29";"West-Nederland";"LD03"
"Oudwoude";"KollumerlandenNieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ouwerkerk";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Ouwsterhaule";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ouwster-Nijega";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Overasselt";"Heumen";"GM0252";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Overberg";"UtrechtseHeuvelrug";"GM1581";"Utrecht";"PV26";"West-Nederland";"LD03"
"Overdinkel";"Losser";"GM0168";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Overlangel";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Overloon";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Overschild";"Midden-Groningen";"GM1952";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Overslag";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Overveen";"Bloemendaal";"GM0377";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Ovezande";"Borsele";"GM0654";"Zeeland";"PV29";"West-Nederland";"LD03"
"Paasloo";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Paesens";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Pannerden";"Zevenaar";"GM0299";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Panningen";"PeelenMaas";"GM1894";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Papekop";"Oudewater";"GM0589";"Utrecht";"PV26";"West-Nederland";"LD03"
"Papendrecht";"Papendrecht";"GM0590";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Papenhoven";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Papenvoort";"AaenHunze";"GM1680";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Parrega";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Paterswolde";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Peest";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Peins";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Peize";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Peperga";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Pernis Rotterdam";"Rotterdam";"GM0599";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Persingen";"BergenDal";"GM1945";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Pesse";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Pesse";"Hoogeveen";"GM0118";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Petten";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Philippine";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Piaam";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Piershil";"Korendijk";"GM0588";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Pieterburen";"DeMarne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Pietersbierum";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Pieterzijl";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Pijnacker";"Pijnacker-Nootdorp";"GM1926";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Pingjum";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Plasmolen";"MookenMiddelaar";"GM0944";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Poederoijen";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Poeldijk";"Westland";"GM1783";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"De Pol";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Polsbroek";"Lopik";"GM0331";"Utrecht";"PV26";"West-Nederland";"LD03"
"Poortugaal";"Albrandswaard";"GM0613";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Poortvliet";"Tholen";"GM0716";"Zeeland";"PV29";"West-Nederland";"LD03"
"Poppenwier";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ten Post";"TenBoer";"GM0009";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Posterholt";"Roerdalen";"GM1669";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Prinsenbeek";"Breda";"GM0758";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Puiflijk";"Druten";"GM0225";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"De Punt";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Punthorst";"Staphorst";"GM0180";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Purmer";"Edam-Volendam";"GM0385";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Purmer";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Purmerend";"Purmerend";"GM0439";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Purmerland";"Landsmeer";"GM0415";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Puth";"Schinnen";"GM0962";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Putte";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Putten";"Putten";"GM0273";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Puttershoek";"Binnenmaas";"GM0585";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Raalte";"Raalte";"GM0177";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Raamsdonk";"Geertruidenberg";"GM0779";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Raamsdonksveer";"Geertruidenberg";"GM0779";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Raard";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Radewijk";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Radio Kootwijk";"Apeldoorn";"GM0200";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Raerd";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Randwijk";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ransdaal";"Voerendaal";"GM0986";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Rasquert";"Winsum";"GM0053";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Ravenstein";"Oss";"GM0828";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ravenswaaij";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Ravenswoud";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Readtsjerk";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Reahûs";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Reduzum";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Reek";"Landerd";"GM1685";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Reeuwijk";"Bodegraven-Reeuwijk";"GM1901";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Reijmerstok";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Reitsum";"Ferwerderadiel";"GM1722";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Rekken";"Berkelland";"GM1859";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Renesse";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Renkum";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Renswoude";"Renswoude";"GM0339";"Utrecht";"PV26";"West-Nederland";"LD03"
"Ressen";"Lingewaard";"GM1705";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Retranchement";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Reusel";"Reusel-DeMierden";"GM1667";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Reutum";"Tubbergen";"GM0183";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Reuver";"Beesel";"GM0889";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Rha";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Rheden";"Rheden";"GM0275";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Rhee";"Assen";"GM0106";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Rheeze";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Rheezerveen";"Hardenberg";"GM0160";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Rhenen";"Rhenen";"GM0340";"Utrecht";"PV26";"West-Nederland";"LD03"
"Rhenoy";"Geldermalsen";"GM0236";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Rhoon";"Albrandswaard";"GM0613";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Ridderkerk";"Ridderkerk";"GM0597";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Ried";"Waadhoeke";"GM1949";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Riel";"Goirle";"GM0785";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Rien";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Riethoven";"Bergeijk";"GM1724";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Rietmolen";"Berkelland";"GM1859";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Rijen";"GilzeenRijen";"GM0784";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Rijkevoort";"Boxmeer";"GM0756";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Rijkevoort-De Walsert";"SintAnthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Rijnsaterwoude";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Rijnsburg";"Katwijk";"GM0537";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"De Rijp";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Rijpwetering";"KaagenBraassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Rijs";"DeFryskeMarren";"GM1940";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Rijsbergen";"Zundert";"GM0879";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Rijsenhout";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Rijssen";"Rijssen-Holten";"GM1742";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Rijswijk";"Rijswijk";"GM0603";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Rijswijk (GLD)";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Rijswijk (NB)";"Woudrichem";"GM0874";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Rilland";"Reimerswaal";"GM0703";"Zeeland";"PV29";"West-Nederland";"LD03"
"Rinsumageast";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"De Rips";"Gemert-Bakel";"GM1652";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Ritthem";"Vlissingen";"GM0718";"Zeeland";"PV29";"West-Nederland";"LD03"
"Rockanje";"Westvoorne";"GM0614";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
